ID,HanChar,GroundTruth,ImageBox
DVSKTT_thu.IV.1a.6,奏,奏,"[[81.0, 41.0], [123.0909090909091, 41.0], [104.0, 87.81818181818181], [100.0909090909091, 87.81818181818181]]"
DVSKTT_thu.IV.1a.7,進臣吳士運誠惶誠恐有首,進臣吳士連成惶誠恐󰏲首頓首,"[[51.0, 43.90909090909091], [339.6363636363636, 43.90909090909091], [76.0, 331.54545454545456], [314.6363636363636, 331.54545454545456]]"
DVSKTT_thu.IV.1a.8,上言伏以,上言伏以,"[[21.0, 43.0], [66.72727272727272, 43.0], [44.0, 203.0], [43.72727272727273, 203.0]]"
DVSKTT_thu.IV.1b.0,文風大振通當景運之興史筆重修載幕卷,文風大振適當景運之興史筆重修載纂歷朝,"[[248.0, 62.0], [292.8181818181818, 62.0], [271.0, 784.9090909090909], [270.72727272727275, 784.9090909090909]]"
DVSKTT_thu.IV.1b.1,之俯弹管悬局,之紀俯殫管見󰱆達,"[[218.0, 62.72727272727273], [403.9090909090909, 62.72727272727273], [243.0, 246.63636363636363], [378.9090909090909, 246.63636363636363]]"
DVSKTT_thu.IV.1b.2,隆知竊惟古有信書國之大典所以國統之,隆知臣竊惟古有信書國之大典所以紀國綂之,"[[189.0, 42.0], [236.63636363636363, 42.0], [213.0, 805.8181818181818], [212.63636363636363, 805.8181818181818]]"
DVSKTT_thu.IV.1b.3,離合所以明治化之隆污盖散要监戒於将来,離?所以明治化之隆污盖欲垂監戒於将來,"[[521.7272727272727, 60.0], [546.7272727272727, 60.0], [184.0, 447.54545454545456], [159.0, 447.54545454545456]]"
DVSKTT_thu.IV.1b.4,量特著幾微於既性必善恶具形褒貶是示,𡸈特著幾徵於既徃必善惡具形褒貶始足示,"[[128.0, 59.0], [178.72727272727272, 59.0], [156.9090909090909, 786.6363636363636], [154.36363636363637, 786.6363636363636]]"
DVSKTT_thu.IV.1b.5,於懲必輪墨久役心神方可觀於著延来,於勸懲必翰墨久役心神方可觀於著述非苟,"[[463.6363636363636, 60.90909090909091], [486.6363636363636, 60.90909090909091], [123.0, 446.8181818181818], [463.6363636363636, 446.8181818181818]]"
DVSKTT_thu.IV.1b.6,依者豊易言哉,作者𡸈易言哉鷖,"[[69.0, 60.0], [111.9090909090909, 60.0], [91.0, 348.6363636363636], [90.81818181818181, 348.6363636363636]]"
DVSKTT_thu.IV.1b.7,大越史記之書戴前代帝王之政尊肇南邦之繼,大越史記之書載前代帝王之正粤肇南󰘊之繼,"[[40.0, 42.0], [85.81818181818181, 42.0], [64.0, 809.6363636363636], [63.63636363636363, 809.6363636363636]]"
DVSKTT_thu.IV.1b.8,嗣實典北朝而抗微緒之傅億萬年與,嗣實與北朝而抗衡綂緒之傳億萬年與,"[[11.0, 62.0], [57.72727272727273, 62.0], [35.0, 717.2727272727273], [33.72727272727273, 717.2727272727273]]"
DVSKTT_thu.IV.2a.0,天罔極英明之君六七作于古有光雖强弱寺或,天罔極英明之君六七作于古有光雖強弱時或,"[[257.0, 46.81818181818182], [657.090909090909, 46.81818181818182], [278.0, 446.0], [636.090909090909, 446.0]]"
DVSKTT_thu.IV.2a.1,不同而豪傑世未尝乏觀之在肯歌有可誉吴,不同而豪傑世未嘗乏觀之在昔厥有可󰏲吳,"[[226.0, 61.0], [273.6363636363636, 61.0], [250.0, 792.4545454545455], [249.63636363636363, 792.4545454545455]]"
DVSKTT_thu.IV.2a.2,氏以前慨能多而治少李氏而後渐世变以風,氏以前慨亂多而治少李氏而後漸世变以風,"[[199.0, 61.0], [244.72727272727272, 61.0], [222.0, 788.6363636363636], [219.9090909090909, 788.6363636363636]]"
DVSKTT_thu.IV.2a.3,夫極治者亂生而履霜者水至賊臣因之盗,移夫極治者亂生而履霜者氷至賊臣因之盜,"[[170.0, 58.0], [215.8181818181818, 58.0], [194.0, 791.4545454545455], [191.8181818181818, 791.4545454545455]]"
DVSKTT_thu.IV.2a.4,敵國以是來侵满地干戈真匪狂明之冠一,㨿敵國以是來侵满地干戈莫匪狂明之㓂一,"[[139.9090909090909, 58.81818181818182], [523.0, 58.81818181818182], [163.9090909090909, 441.8181818181818], [498.99999999999994, 441.8181818181818]]"
DVSKTT_thu.IV.2a.5,國圖籍翻為浩劫之灭教求事跡於煨烬之餘,國圖籍翻為洁劫之灰欲求事跡於煨烬之餘,"[[108.0, 63.81818181818182], [497.7272727272727, 63.81818181818182], [135.0, 449.6363636363636], [470.7272727272727, 449.6363636363636]]"
DVSKTT_thu.IV.2a.6,難光是求於亥永之瓣於皇昭代思来陈下,難免是非於亥豕之辨於皇昭代思釆陳編下,"[[80.0, 62.81818181818182], [468.7272727272727, 62.81818181818182], [106.0, 448.54545454545456], [442.7272727272727, 448.54545454545456]]"
DVSKTT_thu.IV.2a.7,明詔以購求蒐散書面举集既,明詔以購求蒐散書而萃集既,"[[50.0, 43.90909090909091], [312.09090909090907, 43.90909090909091], [73.0, 305.8181818181818], [289.09090909090907, 305.8181818181818]]"
DVSKTT_thu.IV.2a.8,命朝士檢閱討論又,命朝士檢閲討論又,"[[180.8181818181818, 59.0], [203.8181818181818, 59.0], [42.90909090909091, 243.8181818181818], [19.90909090909091, 243.8181818181818]]"
DVSKTT_thu.IV.2b.0,勃儒臣总裁潤色務玄簡實捐彼浮無臣當直馆,勑儒臣縂裁潤色務兹簡實捐彼浮華臣當直舘,"[[244.0, 43.0], [270.0, 43.0], [647.2727272727273, 446.54545454545456], [621.2727272727273, 446.54545454545456]]"
DVSKTT_thu.IV.2b.1,之彻得預滤毫之列遭家橘莫観成書念风,之初得預濡毫之列倐遭家禍莫覩成書念夙,"[[216.9090909090909, 59.90909090909091], [600.8181818181818, 59.90909090909091], [239.9090909090909, 443.8181818181818], [216.9090909090909, 443.8181818181818]]"
DVSKTT_thu.IV.2b.2,志之未来草言而增旅肯昼代君臣之蹟明,志之未酧釆羣言而增校僃歷代君臣之蹟明,"[[186.0, 61.81818181818182], [571.9090909090909, 61.81818181818182], [211.0, 444.72727272727275], [546.9090909090909, 444.72727272727275]]"
DVSKTT_thu.IV.2b.3,古今治亂之原歲周於上面,古今治亂之原歳周於上而,"[[156.0, 59.0], [202.72727272727272, 59.0], [180.0, 504.72727272727275], [179.63636363636363, 504.72727272727275]]"
DVSKTT_thu.IV.2b.4,天道明純正於下而人纪立次至禮樂征伐與夫,天道明統正於下而人紀立以至禮樂征伐與夫,"[[126.0, 44.0], [172.72727272727272, 44.0], [150.0, 799.2727272727273], [149.63636363636363, 799.2727272727273]]"
DVSKTT_thu.IV.2b.5,制度紀纲莫不正其謬訛補其關界間有開於,制度紀綱莫不正其謬訛補其闕畧間有䦕於,"[[96.0, 61.0], [143.63636363636363, 61.0], [120.0, 782.9090909090909], [119.63636363636363, 782.9090909090909]]"
DVSKTT_thu.IV.2b.6,風化附臆說以我明各曰,風化附臆説以𭛁明名曰,"[[69.0, 61.0], [111.9090909090909, 61.0], [91.0, 452.45454545454544], [89.0, 452.45454545454544]]"
DVSKTT_thu.IV.2b.7,大越史記全書增八鴻冠蜀王外纪總若干卷今,大越史記全書增入鴻庞蜀王外紀總若干卷今,"[[38.0, 43.0], [83.72727272727272, 43.0], [61.0, 804.0], [60.72727272727273, 804.0]]"
DVSKTT_thu.IV.2b.8,已成效馬史之编年第惭辅法麟之此,已成編效馬史之編年第慚補綴法麟經之比,"[[10.0, 62.90909090909091], [393.09090909090907, 62.90909090909091], [34.0, 446.6363636363636], [369.09090909090907, 446.6363636363636]]"
DVSKTT_thu.IV.3a.0,事敢望但於倫日用之常與其致知格,事敢望謹嚴但於彜倫日用之常與其致知格,"[[255.8181818181818, 60.0], [301.6363636363636, 60.0], [298.9090909090909, 783.8181818181818], [274.9090909090909, 783.8181818181818]]"
DVSKTT_thu.IV.3a.1,物之學嘗於無联少儲覺觀傳信傳疑期汗青,物之學嘗於燕暇少僃覽觀傳信傳疑期汗青,"[[227.72727272727272, 61.0], [277.45454545454544, 61.0], [273.8181818181818, 788.6363636363636], [246.8181818181818, 788.6363636363636]]"
DVSKTT_thu.IV.3a.2,之無繫辟繫事庶交献之足徵吳下,之無愧繁辝繁事庶文献之足徵臣吳士連下,"[[197.9090909090909, 62.0], [246.54545454545453, 62.0], [222.0, 783.9090909090909], [221.54545454545453, 783.9090909090909]]"
DVSKTT_thu.IV.3a.3,情無仁,情無任瞻,"[[171.0, 59.0], [217.72727272727272, 59.0], [195.0, 230.45454545454544], [193.72727272727272, 230.45454545454544]]"
DVSKTT_thu.IV.3a.4,天仰,天仰,"[[141.0, 44.0], [184.8181818181818, 44.0], [163.0, 121.18181818181819], [162.8181818181818, 121.18181818181819]]"
DVSKTT_thu.IV.3a.5,聖激切屏管之至謹装潢成軼封全隨,聖激切屏營之至謹装潢成帙封全隨,"[[109.0, 43.0], [134.0, 43.0], [433.09090909090907, 365.72727272727275], [408.09090909090907, 365.72727272727275]]"
DVSKTT_thu.IV.3a.6,表,表,"[[82.0, 60.0], [119.36363636363636, 60.0], [103.0, 104.0], [98.36363636363636, 104.0]]"
DVSKTT_thu.IV.3a.7,上進以,上進以,"[[52.0, 44.0], [95.81818181818181, 44.0], [74.0, 153.54545454545453], [73.81818181818181, 153.54545454545453]]"
DVSKTT_thu.IV.3a.8,聞,聞,"[[24.0, 43.0], [61.45454545454545, 43.0], [46.0, 87.0909090909091], [39.45454545454545, 87.0909090909091]]"
DVSKTT_thu.IV.3b.0,洪德十年歲在已亥冬至節,洪德十年歳在己亥冬至節,"[[128.0, 60.0], [172.9090909090909, 60.0], [152.0, 517.1818181818181], [128.0, 517.1818181818181]]"
DVSKTT_thu.I.1a.0,大越史記續繼序,大越史記續編序,"[[247.0, 12.909090909090908], [470.72727272727275, 12.909090909090908], [278.0, 235.0909090909091], [439.72727272727275, 235.0909090909091]]"
DVSKTT_thu.I.1a.1,國之有史尚矣我越歷代史記先,國之有史尙矣我越歷代史記先,"[[208.0, 38.0], [268.09090909090907, 38.0], [239.0, 762.8181818181818], [238.9090909090909, 762.8181818181818]]"
DVSKTT_thu.I.1a.2,正黎文休潘子先作之於前,正黎文休潘孚先作之於前吳士,"[[526.6363636363636, 40.0], [555.6363636363636, 40.0], [202.0, 422.45454545454544], [173.0, 422.45454545454544]]"
DVSKTT_thu.I.1a.3,運武瓊述之於後其間事蹟之詳,連武瓊述之於後其間事蹟之詳,"[[132.0, 33.0], [196.8181818181818, 33.0], [165.9090909090909, 766.3636363636363], [164.72727272727272, 766.3636363636363]]"
DVSKTT_thu.I.1a.4,署政治之得失莫不悉借於記载,畧政治之得失莫不悉備於記载,"[[94.0, 36.0], [161.63636363636363, 36.0], [128.0, 761.7272727272727], [125.81818181818181, 761.7272727272727]]"
DVSKTT_thu.I.1a.5,之中但未行摔更手傳筆因擔,之中但未行鋟梓更手傳筆因循,"[[56.0, 36.90909090909091], [120.81818181818181, 36.90909090909091], [89.0, 763.6363636363636], [87.81818181818181, 763.6363636363636]]"
DVSKTT_thu.I.1a.6,抄録不能無陶陰帝席之疑追至,抄録不䏻無陶陰帝乕之疑迨至,"[[17.0, 35.0], [80.9090909090909, 35.0], [50.0, 760.7272727272727], [48.81818181818181, 760.7272727272727]]"
DVSKTT_thu.I.1b.0,我朝,我朝,"[[242.0, 35.0], [299.1818181818182, 35.0], [271.0, 152.1818181818182], [270.1818181818182, 152.1818181818182]]"
DVSKTT_thu.I.1b.1,玄宗穆皇帝臨御之初顿,玄宗穆皇帝臨御之𥘉頼,"[[204.0, 11.0], [267.9090909090909, 11.0], [237.9090909090909, 578.7272727272727], [236.72727272727272, 578.7272727272727]]"
DVSKTT_thu.I.1b.2,弘祖陽王興建治平造就学問命宰,弘祖陽王興建治平造就𭓇問命宰,"[[164.0, 17.0], [228.8181818181818, 17.0], [197.0, 781.8181818181818], [196.72727272727272, 781.8181818181818]]"
DVSKTT_thu.I.1b.3,臣范公著等参考善史有如史記,臣范公著等參考𦾔史有如史記,"[[486.8181818181818, 40.0], [517.8181818181818, 40.0], [156.0, 433.09090909090907], [125.0, 433.09090909090907]]"
DVSKTT_thu.I.1b.4,紀本紀全書本紀實録並依前,外紀本紀全書本紀實録並依前,"[[85.0, 40.0], [152.72727272727272, 40.0], [120.0, 765.7272727272727], [118.63636363636363, 765.7272727272727]]"
DVSKTT_thu.I.1b.5,史各例又参究述自,史名例又參究編述自,"[[51.0, 39.0], [112.0, 39.0], [82.0, 553.3636363636363], [81.0, 553.3636363636363]]"
DVSKTT_thu.I.1b.6,國朝莊宗裕皇帝至,國朝荘宗裕皇帝至,"[[9.0, 14.0], [70.18181818181819, 14.0], [43.81818181818182, 454.0], [10.818181818181818, 454.0]]"
DVSKTT_thu.I.2a.0,神宗淵皇帝增八國史命曰本紀續,神宗渊皇帝增入國史命曰本紀續,"[[239.0, 14.0], [302.8181818181818, 14.0], [271.0, 776.9090909090909], [269.0, 776.9090909090909]]"
DVSKTT_thu.I.2a.1,編付諸刊刻十五六第事表告,編付諸刊刻十纔五六第事未告,"[[202.0, 36.0], [262.0, 36.0], [232.0, 749.3636363636363], [231.0909090909091, 749.3636363636363]]"
DVSKTT_thu.I.2a.2,竣猶藏於秘閣求融繼其志而述,竣猶藏於秘閣求䏻繼其志而述,"[[166.0, 35.0], [197.0, 35.0], [552.4545454545455, 424.0], [521.4545454545455, 424.0]]"
DVSKTT_thu.I.2a.3,其事纂其要而集其成盖必有待,其事纂其要而集其成盖必有待,"[[129.0, 35.0], [191.9090909090909, 35.0], [161.0, 750.2727272727273], [160.8181818181818, 750.2727272727273]]"
DVSKTT_thu.I.2a.4,於今日矣欽惟,於今日矣欽帷,"[[92.0, 36.0], [151.0909090909091, 36.0], [122.0, 369.3636363636364], [122.0, 369.3636363636364]]"
DVSKTT_thu.I.2a.5,皇上隆下理會道源缉敬學寔赖,皇上陛下理會道源緝熙敬學寔頼,"[[54.0, 12.0], [114.0909090909091, 12.0], [85.0, 769.1818181818181], [83.0909090909091, 769.1818181818181]]"
DVSKTT_thu.I.2a.6,大元御統國政上聖文師盛功仁明,大元帥綂國政上聖父師盛功仁明,"[[394.09090909090907, 12.0], [425.09090909090907, 12.0], [46.0, 420.1818181818182], [15.0, 420.1818181818182]]"
DVSKTT_thu.I.2b.0,威德定呈整頓乾坤網維治教專委,威德定王整頓乾坤綱維治教專委,"[[244.9090909090909, 64.0], [310.72727272727275, 64.0], [278.90909090909093, 796.4545454545455], [276.72727272727275, 796.4545454545455]]"
DVSKTT_thu.I.2b.1,欽差節制各處水步諸營無掌政權,欽差節制各處水歩諸營兼掌政權,"[[206.8181818181818, 43.0], [270.72727272727275, 43.0], [238.0, 808.7272727272727], [235.9090909090909, 808.7272727272727]]"
DVSKTT_thu.I.2b.2,太尉晋国公鄭柄赞襄治化振作,太尉晉國公鄭柄賛㐮治化振作,"[[167.0, 63.0], [232.72727272727272, 63.0], [200.0, 794.4545454545455], [197.9090909090909, 794.4545454545455]]"
DVSKTT_thu.I.2b.3,文風深惟史記之中明是而公,文風深帷史記之中明是非而公,"[[127.0, 65.0], [192.72727272727272, 65.0], [160.0, 790.7272727272727], [158.8181818181818, 790.7272727272727]]"
DVSKTT_thu.I.2b.4,好惡森乎些斧鉞之榮嚴寔為,好惡森乎華衮斧鉞之榮嚴寔為,"[[89.0, 64.0], [152.8181818181818, 64.0], [121.0, 795.4545454545455], [119.9090909090909, 795.4545454545455]]"
DVSKTT_thu.I.2b.5,萬世衡鑑乃於事幾之职特命臣,萬世衡鑑乃於事幾之暇特命臣,"[[53.0, 64.0], [116.81818181818181, 64.0], [85.0, 793.5454545454545], [83.9090909090909, 793.5454545454545]]"
DVSKTT_thu.I.2b.6,等計考史訛者正之純者録之,等訂考𦾔史訛者正之純者録之,"[[13.0, 63.0], [80.81818181818181, 63.0], [49.0, 791.6363636363636], [46.63636363636363, 791.6363636363636]]"
DVSKTT_thu.I.3a.0,其世次九例年表一如前所著述,其世次凣例年表一如前所著述,"[[236.0, 87.0], [297.9090909090909, 87.0], [267.0, 768.9090909090909], [266.0, 768.9090909090909]]"
DVSKTT_thu.I.3a.1,又蒐舊跡參諸野史類編自,又蓃獵𦾔跡參諸野史類編自,"[[202.0, 89.0], [262.0, 89.0], [232.0, 722.3636363636363], [229.27272727272728, 722.3636363636363]]"
DVSKTT_thu.I.3a.2,玄宗穆皇帝景治之初年至,玄宗穆皇帝景治之𥘉年至,"[[163.9090909090909, 59.0], [224.9090909090909, 59.0], [224.0, 639.0], [193.0, 639.0]]"
DVSKTT_thu.I.3a.3,嘉宗美皇帝德元之二年九十有三,嘉宗羙皇帝德元之二年凣十有三,"[[125.0, 58.0], [188.8181818181818, 58.0], [157.0, 793.2727272727273], [156.8181818181818, 793.2727272727273]]"
DVSKTT_thu.I.3a.4,載事實亦命曰本紀續編書成,載事實亦命曰本紀續編書成,"[[89.0, 84.0], [150.9090909090909, 84.0], [120.0, 733.5454545454545], [119.0, 733.5454545454545]]"
DVSKTT_thu.I.3a.5,上進,上進,"[[56.0, 59.0], [113.18181818181819, 59.0], [85.0, 159.0], [84.18181818181819, 159.0]]"
DVSKTT_thu.I.3a.6,御覽遂命工列刻颁布天下使從前,御覽遂命工刊刻頒布天下使徔前,"[[16.0, 61.0], [77.9090909090909, 61.0], [47.0, 794.3636363636363], [45.09090909090909, 794.3636363636363]]"
DVSKTT_thu.I.3b.0,千百年未集之事績道底于成天,天百年未集之事績遹底于成天,"[[239.0, 68.0], [304.72727272727275, 68.0], [272.0, 773.7272727272727], [270.8181818181818, 773.7272727272727]]"
DVSKTT_thu.I.3b.1,下之人目是端者豁然如覩青天,下之人目是編者豁然如覩青天,"[[200.72727272727272, 69.0], [270.45454545454544, 69.0], [235.0, 778.5454545454545], [230.72727272727272, 778.5454545454545]]"
DVSKTT_thu.I.3b.2,坦然如大路善者知所激最恶,坦然如循大路善者知所激昂惡,"[[163.0, 69.0], [226.8181818181818, 69.0], [195.0, 776.6363636363636], [193.9090909090909, 776.6363636363636]]"
DVSKTT_thu.I.3b.3,者知所懲艾推而為脩齊治平之,者知所懲𠬠推而為脩齊治平之,"[[123.9090909090909, 63.0], [190.63636363636363, 63.0], [188.8181818181818, 783.0], [154.8181818181818, 783.0]]"
DVSKTT_thu.I.3b.4,極功綏来動和之大效端在是矣,極功綏来動和之大效端在是矣,"[[83.9090909090909, 67.0], [151.63636363636363, 67.0], [118.0, 780.3636363636363], [115.72727272727272, 780.3636363636363]]"
DVSKTT_thu.I.3b.5,謹序,謹序,"[[50.0, 67.0], [105.27272727272727, 67.0], [78.0, 187.0], [77.27272727272727, 187.0]]"
DVSKTT_thu.I.3b.6,专,𠱾,"[[16.0, 65.0], [48.72727272727273, 65.0], [36.0, 125.0], [28.727272727272727, 125.0]]"
DVSKTT_thu.I.4a.0,正和十八年岁在丁丑仲冬日,正和十八年嵗在丁丑仲冬榖日,"[[129.0, 53.0], [192.9090909090909, 53.0], [162.0, 770.1818181818181], [160.8181818181818, 770.1818181818181]]"
DVSKTT_thu.I.4b.0,奉,奉,"[[241.0, 84.0], [280.27272727272725, 84.0], [263.0, 129.9090909090909], [258.27272727272725, 129.9090909090909]]"
DVSKTT_thu.I.4b.1,肯考编,㫖考編,"[[210.0, 64.0], [257.6363636363636, 64.0], [234.0, 195.45454545454544], [233.63636363636363, 195.45454545454544]]"
DVSKTT_thu.I.4b.2,特准金紫崇禄大夫参從刑部尚書知中書,特進金紫榮禄大夫參從刑部尙書知中書,"[[178.9090909090909, 81.0], [231.36363636363637, 81.0], [205.0, 768.6363636363636], [201.63636363636363, 768.6363636363636]]"
DVSKTT_thu.I.4b.3,监菜山子臣黎德,監萊山子臣黎僖,"[[151.0, 113.81818181818181], [323.0, 113.81818181818181], [173.0, 290.0], [301.0, 290.0]]"
DVSKTT_thu.I.4b.4,光建慎禄大夫陪從户部右侍郎唐堂男臣,光進慎禄大夫陪從户部右侍郎廉堂男臣,"[[119.0, 86.0], [144.0, 86.0], [480.3636363636363, 448.54545454545456], [455.3636363636363, 448.54545454545456]]"
DVSKTT_thu.I.4b.5,阮贵德,阮貴德,"[[94.0, 113.0], [136.0, 113.0], [116.0, 241.63636363636363], [94.0, 241.63636363636363]]"
